Round,Alive,Dead,CH_Count,Generated,Delivered,Lost,Unclustered,Was_Setup_Round,Control_TX,Control_RX,Data_TX,Data_RX,Energy_Used_J,Residual_Energy_J,Avg_Cluster_Size,Avg_Delay_ms,PDR,Round_Duration_s,Throughput_kbps,Backup_Promotions,Backup_Rejected
451,100,0,5,100,100,0,0,1,105,685,100,100,0.0305419962,39.2236775462,20.0000000000,15.6001920789,1.0000000000,0.8840000000,226.2443438914,0,0
452,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.2017061812,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
453,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.1797348163,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
454,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.1577634513,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
455,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.1357920864,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
456,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.1138207215,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
457,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.0918493565,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
458,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.0698779916,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
459,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.0479066266,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
460,100,0,5,100,100,0,0,0,0,0,100,100,0.0219713649,39.0259352617,20.0000000000,15.6001920789,1.0000000000,0.8000000000,250.0000000000,0,0
461,100,0,9,100,100,0,0,1,109,1073,100,100,0.0340121829,38.9919230788,11.1111111111,15.2801817939,1.0000000000,0.8872000000,225.4283137962,0,0
462,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.9707575423,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
463,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.9495920057,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
464,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.9284264691,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
465,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.9072609326,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
466,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.8860953960,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
467,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.8649298594,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
468,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.8437643229,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
469,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.8225987863,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
470,100,0,9,100,100,0,0,0,0,0,100,100,0.0211655366,38.8014332498,11.1111111111,15.2801817939,1.0000000000,0.8000000000,250.0000000000,0,0
471,100,0,5,100,100,0,0,1,105,685,100,100,0.0307341872,38.7706990625,20.0000000000,15.6001747928,1.0000000000,0.8840000000,226.2443438914,0,0
472,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.7485533928,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
473,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.7264077231,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
474,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.7042620534,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
475,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.6821163837,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
476,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.6599707140,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
477,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.6378250443,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
478,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.6156793746,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
479,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.5935337048,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
480,100,0,5,100,100,0,0,0,0,0,100,100,0.0221456697,38.5713880351,20.0000000000,15.6001747928,1.0000000000,0.8000000000,250.0000000000,0,0
481,100,0,3,100,100,0,0,1,103,491,100,100,0.0312951826,38.5400928526,33.3333333333,15.7602139094,1.0000000000,0.8824000000,226.6545784225,0,0
482,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.5154527499,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
483,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.4908126472,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
484,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.4661725445,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
485,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.4415324419,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
486,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.4168923392,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
487,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.3922522365,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
488,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.3676121338,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
489,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.3429720312,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
490,100,0,3,100,100,0,0,0,0,0,100,100,0.0246401027,38.3183319285,33.3333333333,15.7602139094,1.0000000000,0.8000000000,250.0000000000,0,0
491,100,0,4,100,100,0,0,1,104,588,100,100,0.0302677087,38.2880642198,25.0000000000,15.6801939502,1.0000000000,0.8832000000,226.4492753623,0,0
492,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.2653539742,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
493,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.2426437286,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
494,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.2199334831,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
495,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.1972232375,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
496,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.1745129919,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
497,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.1518027463,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
498,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.1290925008,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
499,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.1063822552,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
500,100,0,4,100,100,0,0,0,0,0,100,100,0.0227102456,38.0836720096,25.0000000000,15.6801939502,1.0000000000,0.8000000000,250.0000000000,0,0
501,100,0,6,100,100,0,0,1,106,782,100,100,0.0312839657,38.0523880440,16.6666666667,15.5201718192,1.0000000000,0.8848000000,226.0397830018,0,0
502,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,38.0307302508,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
503,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,38.0090724576,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
504,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.9874146644,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
505,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.9657568712,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
506,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.9440990780,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
507,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.9224412848,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
508,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.9007834916,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
509,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.8791256983,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
510,100,0,6,100,100,0,0,0,0,0,100,100,0.0216577932,37.8574679051,16.6666666667,15.5201718192,1.0000000000,0.8000000000,250.0000000000,0,0
511,100,0,3,100,100,0,0,1,103,491,100,100,0.0307142972,37.8267536079,33.3333333333,15.7602704457,1.0000000000,0.8824000000,226.6545784225,0,0
512,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.8026472329,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
513,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.7785408579,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
514,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.7544344829,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
515,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.7303281078,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
516,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.7062217328,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
517,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.6821153578,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
518,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.6580089827,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
519,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.6339026077,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
520,100,0,3,100,100,0,0,0,0,0,100,100,0.0241063750,37.6097962327,33.3333333333,15.7602704457,1.0000000000,0.8000000000,250.0000000000,0,0
521,100,0,3,100,100,0,0,1,103,491,100,100,0.0325712249,37.5772250078,33.3333333333,15.7602780504,1.0000000000,0.8824000000,226.6545784225,0,0
522,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.5514381227,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
523,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.5256512377,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
524,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.4998643526,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
525,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.4740774675,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
526,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.4482905824,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
527,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.4225036973,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
528,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.3967168123,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
529,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.3709299272,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
530,100,0,3,100,100,0,0,0,0,0,100,100,0.0257868851,37.3451430421,33.3333333333,15.7602780504,1.0000000000,0.8000000000,250.0000000000,0,0
531,100,0,7,100,100,0,0,1,107,879,100,100,0.0324720730,37.3126709691,14.2857142857,15.4401714571,1.0000000000,0.8856000000,225.8355916893,0,0
532,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.2909196766,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
533,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.2691683841,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
534,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.2474170917,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
535,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.2256657992,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
536,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.2039145068,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
537,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.1821632143,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
538,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.1604119218,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
539,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.1386606294,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
540,100,0,7,100,100,0,0,0,0,0,100,100,0.0217512925,37.1169093369,14.2857142857,15.4401714571,1.0000000000,0.8000000000,250.0000000000,0,0
541,100,0,3,100,100,0,0,1,103,491,100,100,0.0294981730,37.0874111639,33.3333333333,15.7602123190,1.0000000000,0.8824000000,226.6545784225,0,0
542,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,37.0644072414,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
543,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,37.0414033189,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
544,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,37.0183993964,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
545,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.9953954739,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
546,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.9723915514,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
547,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.9493876289,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
548,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.9263837064,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
549,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.9033797840,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
550,100,0,3,100,100,0,0,0,0,0,100,100,0.0230039225,36.8803758615,33.3333333333,15.7602123190,1.0000000000,0.8000000000,250.0000000000,0,0
551,100,0,4,100,100,0,0,1,104,588,100,100,0.0298814009,36.8504944606,25.0000000000,15.6802256395,1.0000000000,0.8832000000,226.4492753623,0,0
552,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.8281272019,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
553,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.8057599433,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
554,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.7833926847,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
555,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.7610254261,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
556,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.7386581675,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
557,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.7162909089,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
558,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.6939236502,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
559,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.6715563916,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
560,100,0,4,100,100,0,0,0,0,0,100,100,0.0223672586,36.6491891330,25.0000000000,15.6802256395,1.0000000000,0.8000000000,250.0000000000,0,0
561,100,0,5,100,100,0,0,1,105,685,100,100,0.0308253456,36.6183637874,20.0000000000,15.6001985668,1.0000000000,0.8840000000,226.2443438914,0,0
562,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.5961377421,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
563,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.5739116968,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
564,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.5516856515,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
565,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.5294596061,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
566,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.5072335608,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
567,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.4850075155,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
568,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.4627814702,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
569,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.4405554249,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
570,100,0,5,100,100,0,0,0,0,0,100,100,0.0222260453,36.4183293795,20.0000000000,15.6001985668,1.0000000000,0.8000000000,250.0000000000,0,0
571,100,0,3,100,100,0,0,1,103,491,100,100,0.0288949364,36.3894344431,33.3333333333,15.7602038169,1.0000000000,0.8824000000,226.6545784225,0,0
572,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.3669689619,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
573,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.3445034807,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
574,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.3220379995,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
575,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.2995725182,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
576,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.2771070370,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
577,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.2546415558,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
578,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.2321760746,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
579,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.2097105934,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
580,100,0,3,100,100,0,0,0,0,0,100,100,0.0224654812,36.1872451121,33.3333333333,15.7602038169,1.0000000000,0.8000000000,250.0000000000,0,0
581,100,0,3,100,100,0,0,1,103,491,100,100,0.0299457081,36.1572994040,33.3333333333,15.7601807571,1.0000000000,0.8824000000,226.6545784225,0,0
582,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.1338854606,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
583,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.1104715171,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
584,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.0870575736,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
585,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.0636436302,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
586,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.0402296867,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
587,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,36.0168157432,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
588,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,35.9934017998,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
589,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,35.9699878563,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
590,100,0,3,100,100,0,0,0,0,0,100,100,0.0234139435,35.9465739129,33.3333333333,15.7601807571,1.0000000000,0.8000000000,250.0000000000,0,0
591,100,0,3,100,100,0,0,1,103,491,100,100,0.0292219170,35.9173519958,33.3333333333,15.7602242882,1.0000000000,0.8824000000,226.6545784225,0,0
592,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.8945941779,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
593,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.8718363600,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
594,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.8490785421,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
595,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.8263207242,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
596,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.8035629063,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
597,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.7808050884,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
598,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.7580472704,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
599,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.7352894525,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
600,100,0,3,100,100,0,0,0,0,0,100,100,0.0227578179,35.7125316346,33.3333333333,15.7602242882,1.0000000000,0.8000000000,250.0000000000,0,0
601,100,0,6,100,100,0,0,1,106,782,100,100,0.0316050052,35.6809266294,16.6666666667,15.5202079843,1.0000000000,0.8848000000,226.0397830018,0,0
602,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.6589732520,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
603,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.6370198746,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
604,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.6150664973,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
605,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.5931131199,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
606,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.5711597425,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
607,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.5492063652,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
608,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.5272529878,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
609,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.5052996104,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
610,100,0,6,100,100,0,0,0,0,0,100,100,0.0219533774,35.4833462331,16.6666666667,15.5202079843,1.0000000000,0.8000000000,250.0000000000,0,0
611,100,0,11,100,100,0,0,1,111,1267,100,100,0.0357904844,35.4475557487,9.0909090909,15.1201565533,1.0000000000,0.8888000000,225.0225022502,0,0
612,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.4267604630,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
613,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.4059651773,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
614,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.3851698916,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
615,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.3643746060,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
616,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.3435793203,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
617,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.3227840346,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
618,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.3019887490,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
619,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.2811934633,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
620,100,0,11,100,100,0,0,0,0,0,100,100,0.0207952857,35.2603981776,9.0909090909,15.1201565533,1.0000000000,0.8000000000,250.0000000000,0,0
621,100,0,2,100,100,0,0,1,102,394,100,100,0.0306396474,35.2297585303,50.0000000000,15.8402072086,1.0000000000,0.8816000000,226.8602540835,0,0
622,100,0,2,100,100,0,0,0,0,0,100,100,0.0250280683,35.2047304620,50.0000000000,15.8402072086,1.0000000000,0.8000000000,250.0000000000,0,0
623,100,0,2,100,100,0,0,0,0,0,100,100,0.0250280683,35.1797023937,50.0000000000,15.8402072086,1.0000000000,0.8000000000,250.0000000000,0,0
624,100,0,2,100,100,0,0,0,0,0,100,100,0.0250280683,35.1546743254,50.0000000000,15.8402072086,1.0000000000,0.8000000000,250.0000000000,0,0
625,100,0,2,100,100,0,0,0,0,0,100,100,0.0250280683,35.1296462571,50.0000000000,15.8402072086,1.0000000000,0.8000000000,250.0000000000,0,0
